row_id,user,target,prefix_length,history_group,interest_diversity,semantic_gap,best_history_image_similarity,best_history_text_similarity,gap_quartile,gap_group,diversity_group
50,480,10293,2,2-3,0.8592754155397415,0.725117564201355,0.20912151038646698,0.2913226783275604,3,Q3,High
51,484,13676,9,>=6,0.7613459378480911,0.486341655254364,0.48651620745658875,0.520443856716156,1,Q1-low,Medium
52,493,6200,2,2-3,0.7141265273094177,0.5756125152111053,0.5641441941261292,0.38944828510284424,1,Q1-low,Medium
53,508,4080,6,>=6,0.7758539319038391,0.6682926118373871,0.25500619411468506,0.3508826494216919,2,Q2,Medium
54,542,1429,2,2-3,0.8710069805383682,0.8121438324451447,0.23149216175079346,0.17694716155529022,4,Q4-high,High
55,555,4208,6,>=6,0.8087184876203537,0.7484290301799774,0.2080925852060318,0.26244056224823,3,Q3,High
56,571,18320,10,>=6,0.7690814733505249,0.6911671757698059,0.3015345335006714,0.3106573820114136,2,Q2,Medium
57,573,18227,3,2-3,0.7054559886455536,0.7360598146915436,0.21099039912223816,0.277177631855011,3,Q3,Medium
58,586,18320,7,>=6,0.8213106989860535,0.6349863708019257,0.23576122522354126,0.3973267078399658,2,Q2,High
59,611,7159,8,>=6,0.759455531835556,0.6621638238430023,0.19819262623786926,0.3727470636367798,2,Q2,Medium
60,617,18261,3,2-3,0.6971148550510406,0.6609076261520386,0.312340646982193,0.34578028321266174,2,Q2,Low
61,621,18274,10,>=6,0.8088760226964951,0.720103919506073,0.2697661519050598,0.2824285626411438,3,Q3,High
62,625,2943,2,2-3,0.6378576755523682,0.7679168730974197,0.1292400360107422,0.2577939033508301,3,Q3,Low
63,642,18250,5,4-5,0.8016851246356964,0.7049228250980377,0.1453787088394165,0.3325017988681793,3,Q3,High
64,658,18274,6,>=6,0.7521789222955704,0.7509844750165939,0.1615961790084839,0.2708703577518463,3,Q3,Medium
65,660,18307,3,2-3,0.7898504734039307,0.8126100599765778,0.12428547441959381,0.20316606760025024,4,Q4-high,High
66,670,2424,2,2-3,0.8894814252853394,0.8620818555355072,0.09117472171783447,0.14960400760173798,4,Q4-high,High
67,698,4462,2,2-3,0.7500171661376953,0.6269620656967163,0.381603866815567,0.37089645862579346,2,Q2,Medium
68,700,17980,2,2-3,0.6943567097187042,0.7491694390773773,0.2521865963935852,0.25049152970314026,3,Q3,Low
69,701,8366,4,4-5,0.7734011560678482,0.6442858874797821,0.36574113368988037,0.3532073497772217,2,Q2,Medium
70,704,15305,3,2-3,0.6136364936828613,0.8386840373277664,0.1424289047718048,0.16603772342205048,4,Q4-high,Low
71,719,16458,7,>=6,0.4419182538986206,0.7681164145469666,0.23411992192268372,0.23132449388504028,3,Q3,Low
72,724,18307,3,2-3,0.8181822448968887,0.7333511114120483,0.24220287799835205,0.27276039123535156,3,Q3,High
73,730,13476,2,2-3,0.7395868599414825,0.7540683746337891,0.19261102378368378,0.25926175713539124,3,Q3,Medium
74,736,11979,4,4-5,0.7689530700445175,0.7154334783554077,0.4078022241592407,0.2537575960159302,3,Q3,Medium
75,737,18306,10,>=6,0.7267910242080688,0.6302410364151001,0.33231574296951294,0.37911975383758545,2,Q2,Medium
76,738,12035,2,2-3,0.8238605260848999,0.7360179722309113,0.3527655601501465,0.2417861521244049,3,Q3,High
77,754,607,4,4-5,0.7002381384372711,0.7752676904201508,0.15663039684295654,0.24175778031349182,4,Q4-high,Medium
78,755,845,2,2-3,0.7591685652732849,0.7812048196792603,0.2280709147453308,0.21647624671459198,4,Q4-high,Medium
79,757,2045,3,2-3,0.5872965753078461,0.35307812690734863,0.851569414138794,0.5957599878311157,1,Q1-low,Low
80,767,12901,5,4-5,0.7767657935619354,0.7341339588165283,0.2466391623020172,0.2706727683544159,3,Q3,Medium
81,816,17881,6,>=6,0.6804050207138062,0.47485673427581787,0.3169812560081482,0.5771837830543518,1,Q1-low,Low
82,836,13323,2,2-3,0.7427987456321716,0.7162854075431824,0.4382385313510895,0.24508358538150787,3,Q3,Medium
83,852,1869,10,>=6,0.7790660411119461,0.10684013366699219,0.809424638748169,0.9140936136245728,1,Q1-low,Medium
84,855,7522,6,>=6,0.5976482927799225,0.581919938325882,0.25947752594947815,0.4577307105064392,1,Q1-low,Low
85,869,18285,4,4-5,0.7530909031629562,0.7365030944347382,0.22886531054973602,0.2721548080444336,3,Q3,Medium
86,873,514,6,>=6,0.7716641277074814,0.33592939376831055,0.4085179567337036,0.7279587388038635,1,Q1-low,Medium
87,874,7572,2,2-3,0.7352783679962158,0.699420839548111,0.14649561047554016,0.33910006284713745,3,Q3,Medium
88,916,1451,2,2-3,0.5331096351146698,0.8260822296142578,0.15932026505470276,0.17756712436676025,4,Q4-high,Low
89,945,17943,5,4-5,0.7213080525398254,0.6309328079223633,0.28607696294784546,0.38981473445892334,2,Q2,Medium
90,954,47,2,2-3,0.5473031103610992,0.7452782094478607,0.24612221121788025,0.25687167048454285,3,Q3,Low
91,958,5969,2,2-3,0.7238340973854065,0.635247528553009,0.34748589992523193,0.36906909942626953,2,Q2,Medium
92,1001,13086,1,1,,0.8358113169670105,0.17418338358402252,0.16168999671936035,4,Q4-high,Single-history
93,1008,50,2,2-3,0.8897692933678627,0.7461776733398438,0.0871477872133255,0.29549098014831543,3,Q3,High
94,1021,51,3,2-3,0.7351740598678589,0.8113540410995483,0.19467094540596008,0.18713971972465515,4,Q4-high,Medium
95,1029,18356,9,>=6,0.7989856600761414,0.7428864240646362,0.10028771311044693,0.2963200509548187,3,Q3,High
96,1040,16920,2,2-3,0.8990394175052643,0.7204316258430481,0.20822180807590485,0.2974050045013428,3,Q3,High
97,1088,58,2,2-3,0.6609082818031311,0.5753448009490967,0.4936676323413849,0.4074020981788635,1,Q1-low,Low
98,1107,11876,3,2-3,0.4450864791870117,0.7782490253448486,0.1705051064491272,0.2345624417066574,4,Q4-high,Low
99,1111,18290,4,4-5,0.7812490910291672,0.7427086234092712,0.196976900100708,0.27236998081207275,3,Q3,Medium
100,1112,18330,2,2-3,0.5299259722232819,0.4631045460700989,0.31819653511047363,0.5915701985359192,1,Q1-low,Low
101,1140,1270,2,2-3,0.8835947513580322,0.7743983119726181,0.16320928931236267,0.241199791431427,4,Q4-high,High
102,1147,9419,2,2-3,0.612805187702179,0.8032621741294861,0.11715211719274521,0.21663424372673035,4,Q4-high,Low
103,1150,18287,10,>=6,0.8596628904342651,0.6397009789943695,0.25263267755508423,0.38721561431884766,2,Q2,High
104,1152,18091,2,2-3,0.7426744401454926,0.8160055875778198,0.24017226696014404,0.16994993388652802,4,Q4-high,Medium
105,1154,9402,4,4-5,0.7837542295455933,0.7373916804790497,0.14247597754001617,0.29264140129089355,3,Q3,Medium
106,1158,17943,3,2-3,0.7525025606155396,0.8296249061822891,0.21631088852882385,0.15889114141464233,4,Q4-high,Medium
107,1159,18347,4,4-5,0.8805217072367668,0.8067768216133118,0.16983237862586975,0.19907087087631226,4,Q4-high,High
108,1178,1784,2,2-3,0.8665745854377747,0.7202179431915283,0.1508198082447052,0.3120226263999939,3,Q3,High
109,1188,17714,2,2-3,0.7623851895332336,0.6966144144535065,0.3332158625125885,0.2959280014038086,2,Q2,Medium
110,1194,17090,2,2-3,0.7483423948287964,0.6586763858795166,0.13603529334068298,0.3926457166671753,2,Q2,Medium
111,1197,18309,8,>=6,0.8106240928173065,0.6280817687511444,0.2616974115371704,0.3994734287261963,2,Q2,High
112,1207,16414,3,2-3,0.8872738257050514,0.7750878036022186,0.2217988222837448,0.22569052875041962,4,Q4-high,High
113,1211,64,4,4-5,0.4831673502922058,0.8657868653535843,0.3376612961292267,0.08335109055042267,4,Q4-high,Low
114,1238,17086,3,2-3,0.5954189598560333,0.7253598868846893,0.2797865867614746,0.2733534872531891,3,Q3,Low
115,1242,11385,3,2-3,0.8024231791496277,0.6946702897548676,0.10833767056465149,0.3545777201652527,2,Q2,High
116,1255,5718,2,2-3,0.5775219202041626,0.8127861618995667,0.3275507986545563,0.15212959051132202,4,Q4-high,Low
117,1273,7199,2,2-3,0.4656239151954651,0.6300793886184692,0.25883209705352783,0.3976927399635315,2,Q2,Low
118,1293,18261,4,4-5,0.9099205359816551,0.7537213116884232,0.2582250237464905,0.24329209327697754,3,Q3,High
119,1298,18272,3,2-3,0.8464072793722153,0.7898336350917816,0.36275219917297363,0.17201991379261017,4,Q4-high,High
120,1300,17494,4,4-5,0.7632122486829758,0.6419539451599121,0.319185733795166,0.36776113510131836,2,Q2,Medium
121,1304,18280,3,2-3,0.8129922151565552,0.664494514465332,0.12805411219596863,0.3873682916164398,2,Q2,High
122,1308,7145,2,2-3,0.6667746305465698,0.7415258288383484,0.3206804692745209,0.2429225742816925,3,Q3,Low
123,1315,18347,4,4-5,0.7452913224697113,0.7713557928800583,0.2457396388053894,0.2243703454732895,4,Q4-high,Medium
124,1331,18290,3,2-3,0.7310853898525238,0.7527978122234344,0.2636374831199646,0.243093341588974,3,Q3,Medium
125,1357,18307,5,4-5,0.7952587604522705,0.7666616141796112,0.35944318771362305,0.20181217789649963,3,Q3,High
126,1361,18207,2,2-3,0.829857125878334,0.8362758606672287,0.05377567559480667,0.1912112534046173,4,Q4-high,High
127,1366,10154,5,4-5,0.7847623527050018,0.6995120048522949,0.24306616187095642,0.31484344601631165,3,Q3,High
128,1378,2470,4,4-5,0.7259852886199951,0.7754023969173431,0.4107603132724762,0.17805691063404083,4,Q4-high,Medium
129,1389,7643,4,4-5,0.7256788611412048,0.7844311594963074,0.20736375451087952,0.2176201045513153,4,Q4-high,Medium
130,1394,17077,3,2-3,0.724040150642395,0.7584149092435837,0.2627229690551758,0.23630061745643616,3,Q3,Medium
131,1404,18346,2,2-3,0.7478736042976379,0.7364553511142731,0.2020949423313141,0.27890706062316895,3,Q3,Medium
132,1407,18271,5,4-5,0.8334455639123917,0.6843526661396027,0.21067145466804504,0.3418913185596466,2,Q2,High
133,1414,18304,3,2-3,0.6153005063533783,0.4521719217300415,0.31398090720176697,0.6062898635864258,1,Q1-low,Low
134,1421,17409,3,2-3,0.8282313793897629,0.8133056610822678,0.11466886103153229,0.20470070838928223,4,Q4-high,High
135,1430,10084,2,2-3,0.6906710565090179,0.8272697925567627,0.18249738216400146,0.17028841376304626,4,Q4-high,Low
136,1440,18346,1,1,,0.7997696101665497,0.19507083296775818,0.20152027904987335,4,Q4-high,Single-history
137,1463,1710,9,>=6,0.7936733067035675,0.6595690250396729,0.16978101432323456,0.3830934762954712,2,Q2,High
138,1482,11166,5,4-5,0.7063009142875671,0.6177032291889191,0.17736677825450897,0.433529257774353,2,Q2,Medium
139,1502,17137,3,2-3,0.5135277509689331,0.7774026989936829,0.23482173681259155,0.21954119205474854,4,Q4-high,Low
140,1513,254,4,4-5,0.5539715588092804,0.7157507538795471,0.28683334589004517,0.2836032211780548,3,Q3,Low
141,1514,16042,2,2-3,0.8386833965778351,0.7564397603273392,0.13207454979419708,0.27143165469169617,3,Q3,High
142,1527,4755,2,2-3,0.7762600183486938,0.722413957118988,0.10070163756608963,0.3218071460723877,3,Q3,Medium
143,1530,18287,6,>=6,0.8078965842723846,0.5986892879009247,0.4553348124027252,0.38780468702316284,1,Q1-low,High
144,1542,6290,3,2-3,0.6147499978542328,0.6974694430828094,0.3417077362537384,0.2927362620830536,2,Q2,Low
145,1543,6900,4,4-5,0.8277434557676315,0.5187823474407196,0.29206547141075134,0.5285056829452515,1,Q1-low,High
146,1555,6355,7,>=6,0.6518384218215942,0.5984888076782227,0.481564462184906,0.3814978301525116,1,Q1-low,Low
147,1573,17566,4,4-5,0.8261880278587341,0.6528318822383881,0.28073829412460327,0.3637755513191223,2,Q2,High
148,1579,18030,4,4-5,0.43910783529281616,0.7720142900943756,0.20505715906620026,0.23371782898902893,4,Q4-high,Low
149,1619,4638,3,2-3,0.82514388859272,0.7651759684085846,0.21229711174964905,0.2404557466506958,3,Q3,High
150,1625,16793,10,>=6,0.7628725469112396,0.7178326547145844,0.28030359745025635,0.2826332747936249,3,Q3,Medium
151,1646,2727,2,2-3,0.7543569207191467,0.6111624240875244,0.49202194809913635,0.363041490316391,2,Q2,Medium
152,1657,8794,4,4-5,0.7251367270946503,0.548992395401001,0.35680586099624634,0.474558025598526,1,Q1-low,Medium
153,1658,17962,3,2-3,0.6711163818836212,0.6212940514087677,0.2309834063053131,0.4156365990638733,2,Q2,Low
154,1673,15257,10,>=6,0.4645668864250183,0.4238256812095642,0.475138783454895,0.6014331579208374,1,Q1-low,Low
155,1697,18237,10,>=6,0.703274130821228,0.7423278987407684,0.14342042803764343,0.2862350046634674,3,Q3,Medium
156,1706,3086,5,4-5,0.72990682721138,0.6707052290439606,0.2993289530277252,0.3367862105369568,2,Q2,Medium
157,1709,3743,2,2-3,0.8294671326875687,0.8316988945007324,0.1962115466594696,0.16132348775863647,4,Q4-high,High
158,1776,101,3,2-3,0.4256226420402527,0.6243900060653687,0.3606390953063965,0.37935271859169006,2,Q2,Low
159,1790,18272,10,>=6,0.7918821722269058,0.6077596843242645,0.23320844769477844,0.43199828267097473,1,Q1-low,High
160,1791,101,5,4-5,0.6468981206417084,0.5587553679943085,0.22187849879264832,0.4960861802101135,1,Q1-low,Low
161,1811,12401,1,1,,0.4668976664543152,0.548585832118988,0.5292314291000366,1,Q1-low,Single-history
162,1825,6669,6,>=6,0.7961161583662033,0.6926963329315186,0.3038884103298187,0.30815747380256653,2,Q2,High
163,1836,9935,2,2-3,0.8744184970855713,0.9130439758300781,0.0790461078286171,0.08893349766731262,4,Q4-high,High
164,1858,12327,2,2-3,0.6602259874343872,0.7368939220905304,0.10281524062156677,0.3031787872314453,3,Q3,Low
165,1864,108,2,2-3,0.6187052428722382,0.8270871937274933,0.19173288345336914,0.1682077944278717,4,Q4-high,Low
166,1882,12872,7,>=6,0.4923878312110901,0.5360240936279297,0.46252575516700745,0.46433842182159424,1,Q1-low,Low
167,1885,6041,3,2-3,0.5868574380874634,0.7358736395835876,0.15719756484031677,0.29085856676101685,3,Q3,Low
168,1887,11230,3,2-3,0.7167268991470337,0.7873747646808624,0.23403191566467285,0.20727355778217316,4,Q4-high,Medium
169,1898,18288,6,>=6,0.6702903807163239,0.5652393698692322,0.6284688711166382,0.38633352518081665,1,Q1-low,Low
170,1900,604,4,4-5,0.763991579413414,0.5776027143001556,0.37849873304367065,0.433371901512146,1,Q1-low,Medium
171,1939,11149,3,2-3,0.8503768593072891,0.7855629920959473,0.15147128701210022,0.23017844557762146,4,Q4-high,High
172,1947,17844,1,1,,0.6254647970199585,0.5053207874298096,0.3418387770652771,2,Q2,Single-history
173,1960,9931,3,2-3,0.6742076575756073,0.7733292281627655,0.23322950303554535,0.22503109276294708,4,Q4-high,Low
174,1965,115,3,2-3,0.5583539307117462,0.45513999462127686,0.6698904037475586,0.5136023759841919,1,Q1-low,Low
175,1978,5515,5,4-5,0.6809892058372498,0.6285122036933899,0.4679780602455139,0.34736520051956177,2,Q2,Low
176,2003,11676,10,>=6,0.7569751739501953,0.34125274419784546,0.4252452552318573,0.7171227335929871,1,Q1-low,Medium
177,2021,121,3,2-3,0.6338082551956177,0.559302806854248,0.34127339720726013,0.4655531346797943,1,Q1-low,Low
178,2026,4236,3,2-3,0.6787427961826324,0.7212879657745361,0.21709507703781128,0.2941162884235382,3,Q3,Low
179,2040,18237,6,>=6,0.823942556977272,0.7103115618228912,0.13558858633041382,0.3282133936882019,3,Q3,High
180,2046,2321,3,2-3,0.8182516843080521,0.7927330732345581,0.19353407621383667,0.2107001394033432,4,Q4-high,High
181,2047,10985,4,4-5,0.8431276082992554,0.6329196095466614,0.22993817925453186,0.4013659358024597,2,Q2,High
182,2089,15543,2,2-3,0.6730200350284576,0.8687300980091095,0.24191051721572876,0.10360975563526154,4,Q4-high,Low
183,2090,7838,4,4-5,0.7551360726356506,0.7618444561958313,0.19152478873729706,0.2498132288455963,3,Q3,Medium
184,2112,7115,6,>=6,0.7338863611221313,0.6246472895145416,0.13342395424842834,0.4358348846435547,2,Q2,Medium
185,2136,4673,2,2-3,0.6684946417808533,0.3117949962615967,0.8059990406036377,0.6587564945220947,1,Q1-low,Low
186,2156,14449,2,2-3,0.7376803159713745,0.6260606944561005,0.29272058606147766,0.3942439556121826,2,Q2,Medium
187,2158,13983,3,2-3,0.8604221791028976,0.8383011221885681,0.3389110565185547,0.11739583313465118,4,Q4-high,High
188,2169,186,4,4-5,0.6534015834331512,0.719768762588501,0.2922481894493103,0.2772270143032074,3,Q3,Low
189,2202,804,3,2-3,0.7949568629264832,0.5951791703701019,0.08797359466552734,0.48403263092041016,1,Q1-low,High
190,2203,11599,2,2-3,0.8335257470607758,0.40271997451782227,0.14327743649482727,0.710780680179596,1,Q1-low,High
191,2226,18035,4,4-5,0.7182160913944244,0.6937374174594879,0.15249496698379517,0.3447045087814331,2,Q2,Medium
192,2245,18298,4,4-5,0.763607382774353,0.7218242585659027,0.28588053584098816,0.2762495279312134,3,Q3,Medium
193,2249,18131,1,1,,0.7932698279619217,0.1712837517261505,0.21559177339076996,4,Q4-high,Single-history
194,2269,139,5,4-5,0.7839293926954269,0.6708426475524902,0.20800893008708954,0.3594444692134857,2,Q2,Medium
195,2285,9624,1,1,,0.8043247163295746,0.09487882256507874,0.22087439894676208,4,Q4-high,Single-history
196,2298,10507,5,4-5,0.7409500777721405,0.5703498423099518,0.1270705759525299,0.5052950382232666,1,Q1-low,Medium
197,2302,2884,4,4-5,0.8152918070554733,0.6924363970756531,0.24763143062591553,0.32254666090011597,2,Q2,High
198,2307,18292,2,2-3,0.7384603917598724,0.5437009632587433,0.34590333700180054,0.48389795422554016,1,Q1-low,Medium
199,2334,1787,9,>=6,0.7253507077693939,0.35499560832977295,0.7045879364013672,0.6301084756851196,1,Q1-low,Medium
200,2346,147,2,2-3,0.7264163792133331,0.05590176582336426,0.820800244808197,0.9749226570129395,1,Q1-low,Medium
201,2347,147,9,>=6,0.7349599599838257,0.7624324560165405,0.14779973030090332,0.2600094974040985,3,Q3,Medium
202,2355,13716,2,2-3,0.2675735354423523,0.6402952671051025,0.16651445627212524,0.4080022871494293,2,Q2,Low
203,2372,379,3,2-3,0.7255091369152069,0.5789405405521393,0.287053644657135,0.45456090569496155,1,Q1-low,Medium
204,2376,5714,5,4-5,0.7394611239433289,0.6079987287521362,0.18861085176467896,0.4428488612174988,1,Q1-low,Medium
205,2391,10506,4,4-5,0.5612688958644867,0.4732601046562195,0.36379092931747437,0.5674771666526794,1,Q1-low,Low
206,2403,16646,2,2-3,0.7449370622634888,0.6666432619094849,0.3913249373435974,0.31886470317840576,2,Q2,Medium
207,2404,18272,5,4-5,0.8008861839771271,0.4696866273880005,0.22801177203655243,0.6058887839317322,1,Q1-low,High
208,2412,3114,6,>=6,0.8211166113615036,0.694136768579483,0.2067645937204361,0.3306378722190857,2,Q2,High
209,2422,6013,2,2-3,0.6340144574642181,0.5500011444091797,0.2862909436225891,0.4909258186817169,1,Q1-low,Low
210,2428,17715,3,2-3,0.6996095478534698,0.8503827005624771,0.17632916569709778,0.14293932914733887,4,Q4-high,Medium
211,2444,8791,3,2-3,0.8281488865613937,0.7682495415210724,0.3333192467689514,0.20635823905467987,3,Q3,High
212,2456,16478,9,>=6,0.7398473024368286,0.4807875156402588,0.542238175868988,0.5134560465812683,1,Q1-low,Medium
213,2465,11627,10,>=6,0.6985686719417572,0.42783939838409424,0.503639280796051,0.5892909169197083,1,Q1-low,Low
214,2470,18088,5,4-5,0.7858504801988602,0.7972531318664551,0.4226764142513275,0.14776447415351868,4,Q4-high,High
215,2497,7588,3,2-3,0.7015442252159119,0.6599594950675964,0.1554119884967804,0.38619762659072876,2,Q2,Medium
216,2505,16178,7,>=6,0.769022062420845,0.7477797269821167,0.09897318482398987,0.29053205251693726,3,Q3,Medium
217,2508,1412,1,1,,0.7524643838405609,0.29529592394828796,0.23559552431106567,3,Q3,Single-history
218,2511,7518,2,2-3,0.8295475989580154,0.6685291826725006,0.1971023976802826,0.3650628924369812,2,Q2,High
219,2546,12944,6,>=6,0.7410940229892731,0.7737361043691635,0.11396214365959167,0.254339337348938,4,Q4-high,Medium
220,2549,17179,3,2-3,0.6470429003238678,0.6793573200702667,0.13800448179244995,0.3663022518157959,2,Q2,Low
221,2555,1255,4,4-5,0.6663224399089813,0.7459303140640259,0.20939189195632935,0.2652391195297241,3,Q3,Low
222,2576,15523,4,4-5,0.7387970983982086,0.7659510523080826,0.48101335763931274,0.1723078340291977,3,Q3,Medium
223,2608,18280,5,4-5,0.7802731990814209,0.6561977863311768,0.12361657619476318,0.39884859323501587,2,Q2,Medium
224,2615,719,2,2-3,0.8130221366882324,0.572936087846756,0.2508460581302643,0.47111839056015015,1,Q1-low,High
225,2622,13211,2,2-3,0.617940217256546,0.5726534426212311,0.2163267433643341,0.4801015257835388,1,Q1-low,Low
226,2641,5073,5,4-5,0.7831401824951172,0.6892351806163788,0.3514938950538635,0.30058252811431885,2,Q2,Medium
227,2643,9111,1,1,,0.8056226521730423,0.16580194234848022,0.20152118802070618,4,Q4-high,Single-history
228,2663,2701,2,2-3,0.9321098476648331,0.831306055188179,0.0864887461066246,0.18924523890018463,4,Q4-high,High
229,2664,17862,10,>=6,0.6371883749961853,0.6654539704322815,0.26756900548934937,0.3512902855873108,2,Q2,Low
230,2667,18131,9,>=6,0.79790960252285,0.7910844087600708,0.13224640488624573,0.22808289527893066,4,Q4-high,High
231,2677,183,5,4-5,0.6127082407474518,0.6875123083591461,0.15135139226913452,0.3527717590332031,2,Q2,Low
232,2708,2440,2,2-3,0.855858325958252,0.7269880473613739,0.24298834800720215,0.2805178463459015,3,Q3,High
233,2714,2889,2,2-3,0.7610092461109161,0.7462360858917236,0.17106205224990845,0.27443939447402954,3,Q3,Medium
234,2720,9107,2,2-3,0.9451636001467705,0.8316842615604401,0.16232463717460632,0.16981351375579834,4,Q4-high,High
