row_id,user,target,prefix_length,history_group,interest_diversity,semantic_gap,best_history_image_similarity,best_history_text_similarity,gap_quartile,gap_group,diversity_group
34,527,19870,3,2-3,0.24958783388137817,0.6780720055103302,0.17851170897483826,0.3577820658683777,4,Q4-high,Low
35,544,10495,2,2-3,0.5353120267391205,0.5002084076404572,0.6174135208129883,0.4703861176967621,2,Q2,Low
36,549,14862,1,1,,0.35462892055511475,0.7047046422958374,0.6305376291275024,1,Q1-low,Single-history
37,552,335,2,2-3,0.5016663670539856,0.6209004819393158,0.21086379885673523,0.42115843296051025,3,Q3,Low
38,554,30,3,2-3,0.5616414546966553,0.6121005117893219,0.2851455807685852,0.41358792781829834,3,Q3,Medium
39,557,3111,5,4-5,0.6813773214817047,0.4512672424316406,0.30381646752357483,0.6099618673324585,2,Q2,High
40,567,23026,7,>=6,0.5785101354122162,0.5117946267127991,0.36749979853630066,0.5183817744255066,2,Q2,Medium
41,570,22330,8,>=6,0.6482715308666229,0.32166749238967896,0.38888242840766907,0.750694990158081,1,Q1-low,High
42,574,31,2,2-3,0.6291104257106781,0.6375223100185394,0.20918676257133484,0.4008004069328308,4,Q4-high,Medium
43,575,32,2,2-3,0.6077567040920258,0.610109955072403,0.2620944380760193,0.4218389391899109,3,Q3,Medium
44,581,9265,2,2-3,0.6629216372966766,0.4099528193473816,0.3539743721485138,0.649065375328064,1,Q1-low,High
45,593,16348,7,>=6,0.6183230578899384,0.4434155821800232,0.3540240526199341,0.6072244644165039,1,Q1-low,Medium
46,611,16050,10,>=6,0.5395258963108063,0.570954442024231,0.3604467511177063,0.4461952745914459,3,Q3,Low
47,625,3518,7,>=6,0.5429907441139221,0.6455015242099762,0.1984521597623825,0.39351004362106323,4,Q4-high,Low
48,630,20548,2,2-3,0.5572073459625244,0.5145474076271057,0.12849494814872742,0.5746920108795166,2,Q2,Medium
49,637,36,3,2-3,0.4830056428909302,0.43559908866882324,0.5562595129013062,0.566436231136322,1,Q1-low,Low
50,650,19094,1,1,,0.6748918890953064,0.3509054481983185,0.3186587393283844,4,Q4-high,Single-history
51,664,10306,2,2-3,0.773966446518898,0.26295608282089233,0.4394158124923706,0.8114508986473083,1,Q1-low,High
52,665,16079,1,1,,0.4988069534301758,0.38583847880363464,0.530031681060791,2,Q2,Single-history
53,669,3575,4,4-5,0.6234662532806396,0.287317156791687,0.4013323187828064,0.790520429611206,1,Q1-low,Medium
54,749,22890,7,>=6,0.5540154874324799,0.46633249521255493,0.4372887909412384,0.5577622056007385,2,Q2,Low
55,778,6693,3,2-3,0.6370415687561035,0.4405214786529541,0.5374309420585632,0.5649904608726501,1,Q1-low,Medium
56,839,15852,1,1,,0.3907597064971924,0.22401553392410278,0.705546498298645,1,Q1-low,Single-history
57,852,18811,3,2-3,0.4555637836456299,0.6146567165851593,0.24578405916690826,0.4202330708503723,3,Q3,Low
58,855,3420,4,4-5,0.5443354547023773,0.41960227489471436,0.3040596544742584,0.6494821906089783,1,Q1-low,Low
59,857,2150,9,>=6,0.5595972537994385,0.4274709224700928,0.41897857189178467,0.6109167337417603,1,Q1-low,Medium
60,867,21936,1,1,,0.5958979427814484,0.1756020337343216,0.46122705936431885,3,Q3,Single-history
61,899,15381,2,2-3,0.6580512523651123,0.5899035334587097,0.18846310675144196,0.46550482511520386,3,Q3,High
62,900,20703,3,2-3,0.6227886378765106,0.5250610113143921,0.20885147154331207,0.5414608716964722,2,Q2,Medium
63,913,17450,2,2-3,0.6486808061599731,0.5189543068408966,0.14503777027130127,0.5650476813316345,2,Q2,High
64,929,50,2,2-3,0.6616550087928772,0.5109983086585999,0.34981703758239746,0.523797869682312,2,Q2,High
65,943,9665,6,>=6,0.5717189013957977,0.47891736030578613,0.2297469824552536,0.5939165353775024,2,Q2,Medium
66,947,22007,2,2-3,0.5063369274139404,0.5915564298629761,0.29353514313697815,0.43717068433761597,3,Q3,Low
67,948,21372,5,4-5,0.6028324961662292,0.4858536720275879,0.2954263687133789,0.5688263177871704,2,Q2,Medium
68,963,18233,5,4-5,0.6105708479881287,0.3763880729675293,0.7877577543258667,0.5825754404067993,1,Q1-low,Medium
69,980,21904,10,>=6,0.5692932605743408,0.29335957765579224,0.515522837638855,0.75441974401474,1,Q1-low,Medium
70,1021,20072,2,2-3,0.6563495993614197,0.649269163608551,0.11562661081552505,0.4095068871974945,4,Q4-high,High
71,1022,5390,8,>=6,0.608422577381134,0.46838146448135376,0.391651451587677,0.5666102766990662,2,Q2,Medium
72,1042,16559,2,2-3,0.5575781464576721,0.6866246163845062,0.09806475043296814,0.3672030568122864,4,Q4-high,Medium
73,1045,21489,3,2-3,0.7116885483264923,0.47623056173324585,0.44488948583602905,0.5434894561767578,2,Q2,High
74,1084,7111,4,4-5,0.6318360865116119,0.4866577982902527,0.5995931625366211,0.4917794466018677,2,Q2,Medium
75,1086,13086,3,2-3,0.7418692708015442,0.5042263865470886,0.39214247465133667,0.5216813683509827,2,Q2,High
76,1093,17474,4,4-5,0.5197162628173828,0.6048645973205566,0.1720435917377472,0.450908362865448,3,Q3,Low
77,1099,4944,3,2-3,0.5826070308685303,0.5531731247901917,0.13891565799713135,0.5238046646118164,3,Q3,Medium
78,1100,20057,2,2-3,0.6317816078662872,0.5599087178707123,0.17214225232601166,0.5070785284042358,3,Q3,Medium
79,1101,12982,10,>=6,0.6286901831626892,0.5444343090057373,0.5741628408432007,0.4259163737297058,2,Q2,Medium
80,1109,7276,8,>=6,0.5906656086444855,0.7537819594144821,0.23615366220474243,0.24873413145542145,4,Q4-high,Medium
81,1118,13004,2,2-3,0.6316634118556976,0.5079953372478485,0.26867765188217163,0.547836422920227,2,Q2,Medium
82,1132,7828,4,4-5,0.5013261139392853,0.3456704020500183,0.41845059394836426,0.7132993340492249,1,Q1-low,Low
83,1133,373,2,2-3,0.6548431217670441,0.4820919632911682,0.3981279730796814,0.5478530526161194,2,Q2,High
84,1162,15423,2,2-3,0.6891998052597046,0.5705095529556274,0.3026700019836426,0.46119555830955505,3,Q3,High
85,1172,5521,3,2-3,0.733689159154892,0.47571414709091187,0.2235662043094635,0.5994657874107361,2,Q2,High
86,1177,13059,6,>=6,0.36089789867401123,0.620410144329071,0.1958177387714386,0.42553287744522095,3,Q3,Low
87,1184,8459,7,>=6,0.6954790949821472,0.2857077121734619,0.6692911386489868,0.7255425453186035,1,Q1-low,High
88,1185,21451,5,4-5,0.6486162841320038,0.2894582748413086,0.3902260661125183,0.7906206846237183,1,Q1-low,High
89,1196,67,2,2-3,0.6548671126365662,0.6519145667552948,0.37686020135879517,0.3408917188644409,4,Q4-high,High
90,1202,11276,2,2-3,0.6446257829666138,0.5771025121212006,0.17642521858215332,0.484515517950058,3,Q3,High
91,1211,3016,3,2-3,0.6159563362598419,0.6458349525928497,0.2794035077095032,0.37285542488098145,4,Q4-high,Medium
92,1217,22845,4,4-5,0.6604855954647064,0.4345008134841919,0.47648996114730835,0.5877515077590942,1,Q1-low,High
93,1226,4083,7,>=6,0.6414553225040436,0.22279345989227295,0.43490731716156006,0.862781286239624,1,Q1-low,Medium
94,1230,10413,4,4-5,0.5636799037456512,0.46156471967697144,0.30476114153862,0.5968537926673889,2,Q2,Medium
95,1279,23008,10,>=6,0.6158832013607025,0.5340283811092377,0.38416939973831177,0.48642218112945557,2,Q2,Medium
96,1281,20992,1,1,,0.6057697534561157,0.17200422286987305,0.4497867226600647,3,Q3,Single-history
97,1284,9598,5,4-5,0.2944790720939636,0.1364193558692932,0.6660436391830444,0.9129648208618164,1,Q1-low,Low
98,1304,13392,3,2-3,0.4577062726020813,0.5567418336868286,0.24595658481121063,0.4925835430622101,3,Q3,Low
99,1307,21983,3,2-3,0.747795045375824,0.6747418642044067,0.359974205493927,0.31657910346984863,4,Q4-high,High
100,1326,5814,2,2-3,0.7130480706691742,0.6120095252990723,0.19481971859931946,0.4362831711769104,3,Q3,High
101,1337,3515,3,2-3,0.6033954322338104,0.38684898614883423,0.18899881839752197,0.7191890478134155,1,Q1-low,Medium
102,1369,22007,10,>=6,0.5712880790233612,0.507305920124054,0.2935444116592407,0.5424814820289612,2,Q2,Medium
103,1372,20668,5,4-5,0.6417558789253235,0.6080217361450195,0.17208468914031982,0.44695165753364563,3,Q3,High
104,1373,18656,8,>=6,0.6047681868076324,0.3985978364944458,0.2644784450531006,0.68563312292099,1,Q1-low,Medium
105,1380,270,3,2-3,0.5164979994297028,0.6627625823020935,0.15925726294517517,0.3817324638366699,4,Q4-high,Low
106,1418,11812,4,4-5,0.63484326004982,0.5587888956069946,0.21436531841754913,0.4979225695133209,3,Q3,Medium
107,1432,10011,2,2-3,0.1486772894859314,0.8580340445041656,0.11694809794425964,0.14822041988372803,4,Q4-high,Low
108,1437,17496,3,2-3,0.5002910792827606,0.5910475254058838,0.26171964406967163,0.44576066732406616,3,Q3,Low
109,1445,628,3,2-3,0.41533029079437256,0.5960261523723602,0.25144433975219727,0.4421062469482422,3,Q3,Low
110,1454,15337,2,2-3,0.5955788493156433,0.6592971384525299,0.10322774201631546,0.4000716209411621,4,Q4-high,Medium
111,1476,11968,2,2-3,0.8455544859170914,0.4180988073348999,0.20037589967250824,0.6772825121879578,1,Q1-low,High
112,1481,19454,2,2-3,0.14133018255233765,0.47624361515045166,0.6686602830886841,0.4875304102897644,2,Q2,Low
113,1501,1510,2,2-3,0.6380394101142883,0.6213195025920868,0.09203165769577026,0.45034268498420715,3,Q3,Medium
114,1517,2240,2,2-3,0.680939644575119,0.3792243003845215,0.6661150455474854,0.6094408631324768,1,Q1-low,High
115,1525,19093,2,2-3,0.6277772784233093,0.6039291024208069,0.4358503818511963,0.38612598180770874,3,Q3,Medium
116,1574,5187,4,4-5,0.7050445377826691,0.5702252984046936,0.20962966978549957,0.4848109483718872,3,Q3,High
117,1583,19186,2,2-3,0.3283180594444275,0.284390389919281,0.7099883556365967,0.7170149087905884,1,Q1-low,Low
118,1601,16414,2,2-3,0.6392428278923035,0.6658573746681213,0.23048008978366852,0.3600582480430603,4,Q4-high,Medium
119,1614,85,2,2-3,0.7018500566482544,0.5543175637722015,0.21664834022521973,0.5029409527778625,3,Q3,High
120,1617,85,5,4-5,0.5450396537780762,0.433433473110199,0.5332522988319397,0.5748950839042664,1,Q1-low,Low
121,1624,21350,10,>=6,0.7159894704818726,0.3230060935020447,0.5793263912200928,0.7014107704162598,1,Q1-low,High
122,1626,8303,10,>=6,0.6372410356998444,0.42966747283935547,0.17755988240242004,0.6685256958007812,1,Q1-low,Medium
123,1639,16850,3,2-3,0.5486647188663483,0.6339072585105896,0.2025270164012909,0.4069841504096985,4,Q4-high,Low
124,1648,2282,2,2-3,0.6553832292556763,0.4152602553367615,0.6134237051010132,0.577568769454956,1,Q1-low,High
125,1723,1862,3,2-3,0.5906535685062408,0.6915896832942963,0.13710767030715942,0.3512359857559204,4,Q4-high,Medium
126,1743,23032,8,>=6,0.6303279101848602,0.4269169569015503,0.21875916421413422,0.6616640090942383,1,Q1-low,Medium
127,1765,17957,4,4-5,0.6171064078807831,0.47228729724884033,0.5027552247047424,0.5339520573616028,2,Q2,Medium
128,1766,22217,8,>=6,0.5212700664997101,0.6716804802417755,0.2964686155319214,0.33628225326538086,4,Q4-high,Low
129,1798,21218,3,2-3,0.7287526726722717,0.600212812423706,0.26558589935302734,0.4333375096321106,3,Q3,High
130,1818,13145,1,1,,0.6605651378631592,0.10301539301872253,0.3985397219657898,4,Q4-high,Single-history
131,1826,19653,1,1,,0.600715845823288,0.2986922264099121,0.42443209886550903,3,Q3,Single-history
132,1829,3843,3,2-3,0.6554961502552032,0.4542127251625061,0.18260818719863892,0.63658207654953,2,Q2,High
133,1830,23014,5,4-5,0.5547841489315033,0.3011876940727234,0.14134681224822998,0.8381786942481995,1,Q1-low,Medium
134,1846,18838,1,1,,0.5626555383205414,0.24693894386291504,0.4849458336830139,3,Q3,Single-history
135,1860,13318,4,4-5,0.6591039001941681,0.4257580637931824,0.27916842699050903,0.64801025390625,1,Q1-low,High
136,1885,13115,3,2-3,0.699692577123642,0.6015725135803223,0.1358560472726822,0.46407032012939453,3,Q3,High
137,1890,9168,5,4-5,0.6550914347171783,0.463375985622406,0.3161911368370056,0.5917322039604187,2,Q2,High
138,1929,5599,10,>=6,0.6276833415031433,0.3469158411026001,0.3599012494087219,0.7263798713684082,1,Q1-low,Medium
139,1936,108,3,2-3,0.6084922254085541,0.6266637444496155,0.21133045852184296,0.4138377010822296,4,Q4-high,Medium
140,1939,108,2,2-3,0.7431803941726685,0.528641939163208,0.3509191870689392,0.501467764377594,2,Q2,High
141,1940,21981,4,4-5,0.6509944498538971,0.5934943854808807,0.2764852046966553,0.43901070952415466,3,Q3,High
142,1951,20719,5,4-5,0.6619044244289398,0.5178185403347015,0.17185473442077637,0.5597631335258484,2,Q2,High
143,2002,3811,2,2-3,0.5717974007129669,0.5989688336849213,0.18573907017707825,0.45485419034957886,3,Q3,Medium
144,2017,7390,3,2-3,0.7182932198047638,0.4867309331893921,0.28888022899627686,0.5693662762641907,2,Q2,High
145,2023,7583,1,1,,0.6263696253299713,0.1755807101726532,0.42314279079437256,4,Q4-high,Single-history
146,2028,712,8,>=6,0.6589836180210114,0.3663598895072937,0.5849368572235107,0.6458159685134888,1,Q1-low,High
147,2049,18465,3,2-3,0.6279236376285553,0.6238038837909698,0.05862818658351898,0.45558810234069824,4,Q4-high,Medium
148,2063,21703,4,4-5,0.5303232967853546,0.3471212387084961,0.7222473621368408,0.6355366110801697,1,Q1-low,Low
149,2092,16740,2,2-3,0.33265984058380127,0.7361332178115845,0.12562763690948486,0.2984265685081482,4,Q4-high,Low
150,2097,13065,4,4-5,0.6723936796188354,0.5881194174289703,0.2276158332824707,0.45794677734375,3,Q3,High
151,2099,4650,2,2-3,0.6735565662384033,0.7238953709602356,0.07957320660352707,0.3252374827861786,4,Q4-high,High
152,2102,6517,2,2-3,0.5294443368911743,0.6123515665531158,0.17709678411483765,0.4402863681316376,3,Q3,Low
153,2146,20781,2,2-3,0.5905307233333588,0.5959402024745941,0.17415276169776917,0.46153655648231506,3,Q3,Medium
154,2215,3079,2,2-3,0.3500713109970093,0.450822114944458,0.31030502915382385,0.6088961362838745,1,Q1-low,Low
155,2227,11051,3,2-3,0.585532158613205,0.4492465853691101,0.23546522855758667,0.6295754313468933,1,Q1-low,Medium
156,2233,22792,2,2-3,0.5936063528060913,0.5510194599628448,0.385200560092926,0.46492552757263184,3,Q3,Medium
157,2245,22478,6,>=6,0.6483665108680725,0.6573548018932343,0.2431049644947052,0.3675302565097809,4,Q4-high,High
158,2247,22592,2,2-3,0.6731487810611725,0.6060161590576172,0.2333463579416275,0.43414318561553955,3,Q3,High
159,2252,4026,2,2-3,0.5760821104049683,0.5714716911315918,0.2236185371875763,0.4797557294368744,3,Q3,Medium
160,2266,15149,2,2-3,0.5767304599285126,0.59841188788414,0.38431572914123535,0.40590620040893555,3,Q3,Medium
161,2269,2719,10,>=6,0.6541675627231598,0.6520096361637115,0.2204066962003708,0.379886269569397,4,Q4-high,High
162,2291,9686,2,2-3,0.6702524423599243,0.399436354637146,0.39726004004478455,0.6513895988464355,1,Q1-low,High
163,2300,21919,3,2-3,0.5794974863529205,0.6780684888362885,0.09484633803367615,0.3787027895450592,4,Q4-high,Medium
164,2305,22821,5,4-5,0.6279953122138977,0.5867950022220612,0.2572953701019287,0.4521823823451996,3,Q3,Medium
165,2318,20407,2,2-3,0.5953052341938019,0.3301822543144226,0.4085168242454529,0.7351429462432861,1,Q1-low,Medium
166,2336,124,2,2-3,0.46699607372283936,0.6385333836078644,0.2621399760246277,0.386298269033432,4,Q4-high,Low
167,2346,461,2,2-3,0.48815953731536865,0.6786456108093262,0.2355312556028366,0.34281018376350403,4,Q4-high,Low
168,2348,14020,2,2-3,0.6585752964019775,0.7383974194526672,0.25544166564941406,0.26314279437065125,4,Q4-high,High
169,2364,128,2,2-3,0.4941987991333008,0.6661884486675262,0.1642480194568634,0.37620243430137634,4,Q4-high,Low
170,2367,6058,5,4-5,0.5611237585544586,0.6607780754566193,0.17126260697841644,0.3812117576599121,4,Q4-high,Medium
171,2387,21399,2,2-3,0.517030656337738,0.6391453444957733,0.25473806262016296,0.3873838186264038,4,Q4-high,Low
172,2423,134,1,1,,0.7219292521476746,0.21592411398887634,0.2936074137687683,4,Q4-high,Single-history
173,2449,741,3,2-3,0.49825745820999146,0.5321953296661377,0.36539754271507263,0.49340641498565674,2,Q2,Low
174,2478,16064,2,2-3,0.53459832072258,0.4537040591239929,0.1509532481431961,0.6451315879821777,2,Q2,Low
175,2488,11596,2,2-3,0.4089876413345337,0.7171509265899658,0.19988223910331726,0.3035908043384552,4,Q4-high,Low
176,2494,21406,3,2-3,0.7444851100444794,0.6411657929420471,0.4568679630756378,0.33432576060295105,4,Q4-high,High
177,2496,143,3,2-3,0.5071530044078827,0.22081536054611206,0.5292040109634399,0.8416798114776611,1,Q1-low,Low
178,2526,17229,4,4-5,0.5543380975723267,0.20001232624053955,0.4257065951824188,0.8935579657554626,1,Q1-low,Low
179,2554,23007,4,4-5,0.5559187829494476,0.5031003952026367,0.3537091910839081,0.5326972007751465,2,Q2,Medium
180,2584,22956,2,2-3,0.5925602912902832,0.32932984828948975,0.39878278970718384,0.7386419773101807,1,Q1-low,Medium
181,2586,19865,4,4-5,0.6220485270023346,0.5979616045951843,0.42849254608154297,0.39542484283447266,3,Q3,Medium
182,2591,21520,1,1,,0.5247048139572144,0.16051962971687317,0.553989052772522,2,Q2,Single-history
183,2599,19333,3,2-3,0.6116704642772675,0.42687535285949707,0.2302573025226593,0.6588414907455444,1,Q1-low,Medium
184,2613,20525,5,4-5,0.5758843421936035,0.4852306842803955,0.3521929979324341,0.5554133653640747,2,Q2,Medium
185,2619,153,3,2-3,0.31434422731399536,0.7808919697999954,0.11519394814968109,0.24508655071258545,4,Q4-high,Low
186,2639,22995,3,2-3,0.6399898529052734,0.6282006204128265,0.5361956357955933,0.3307003080844879,4,Q4-high,Medium
187,2651,295,4,4-5,0.6427634656429291,0.566044420003891,0.17868442833423615,0.49777334928512573,3,Q3,High
188,2670,17953,3,2-3,0.7542708516120911,0.6750422120094299,0.25738728046417236,0.3418503999710083,4,Q4-high,High
189,2673,15308,4,4-5,0.5839924812316895,0.42874008417129517,0.3589893877506256,0.624327540397644,1,Q1-low,Medium
190,2680,20055,2,2-3,0.6967023313045502,0.5007835924625397,0.38771122694015503,0.527092695236206,2,Q2,High
191,2701,6217,2,2-3,0.731220006942749,0.7350190877914429,0.09952977299690247,0.306343674659729,4,Q4-high,High
192,2708,13558,4,4-5,0.7856241017580032,0.6642223596572876,0.1420111209154129,0.384219229221344,4,Q4-high,High
193,2712,13216,2,2-3,0.710277795791626,0.5272493958473206,0.42893534898757935,0.4837043881416321,2,Q2,High
194,2760,14821,8,>=6,0.624948263168335,0.5467515587806702,0.5099536180496216,0.4390721321105957,2,Q2,Medium
195,2765,20927,5,4-5,0.5861873626708984,0.532535582780838,0.2752860188484192,0.5155090093612671,2,Q2,Medium
196,2780,17472,2,2-3,0.6556441783905029,0.7297467291355133,0.06273025274276733,0.32213401794433594,4,Q4-high,High
197,2792,696,2,2-3,0.6207591593265533,0.626362681388855,0.16883936524391174,0.42483678460121155,4,Q4-high,Medium
198,2802,20054,3,2-3,0.5989271700382233,0.6339617967605591,0.20963917672634125,0.40513792634010315,4,Q4-high,Medium
199,2812,18065,5,4-5,0.593477725982666,0.2856473922729492,0.4810141623020172,0.7726871967315674,1,Q1-low,Medium
200,2825,14965,8,>=6,0.6288823485374451,0.6900597214698792,0.14796388149261475,0.3504343628883362,4,Q4-high,Medium
201,2847,20872,2,2-3,0.5714831352233887,0.6074007749557495,0.2407131791114807,0.43057072162628174,3,Q3,Medium
202,2854,17132,9,>=6,0.5902551412582397,0.5278429985046387,0.27859973907470703,0.5205463171005249,2,Q2,Medium
203,2884,8264,6,>=6,0.6118580400943756,0.6138584911823273,0.1794351041316986,0.43781808018684387,3,Q3,Medium
204,2909,14572,3,2-3,0.4330001473426819,0.33464914560317993,0.3630709648132324,0.7409208416938782,1,Q1-low,Low
205,2913,21384,3,2-3,0.45962798595428467,0.37020421028137207,0.4700496196746826,0.6697323322296143,1,Q1-low,Low
206,2914,20848,2,2-3,0.6432559490203857,0.4790976643562317,0.4860156178474426,0.5296239852905273,2,Q2,High
207,2931,23014,4,4-5,0.53033447265625,0.49735307693481445,0.10194618254899979,0.6028220653533936,2,Q2,Low
208,2939,21319,8,>=6,0.6220470368862152,0.22614645957946777,0.41989123821258545,0.8623441457748413,1,Q1-low,Medium
209,2949,22802,2,2-3,0.603915810585022,0.4312627911567688,0.5494481325149536,0.5735594630241394,1,Q1-low,Medium
210,2952,626,5,4-5,0.5809620022773743,0.16215556859970093,0.5886868834495544,0.9001338481903076,1,Q1-low,Medium
211,2964,21758,2,2-3,0.7234238982200623,0.5693448483943939,0.20284537971019745,0.48760759830474854,3,Q3,High
212,2990,712,10,>=6,0.5344640910625458,0.5555103421211243,0.22166144847869873,0.5001966953277588,3,Q3,Low
213,3069,1898,2,2-3,0.8084481060504913,0.7308575212955475,0.1477157175540924,0.29949915409088135,4,Q4-high,High
214,3088,180,4,4-5,0.45551174879074097,0.5747628211975098,0.2378229796886444,0.4720907211303711,3,Q3,Low
215,3099,21101,2,2-3,0.4868440628051758,0.6302491426467896,0.1947801411151886,0.4134935438632965,4,Q4-high,Low
216,3103,5796,2,2-3,0.5582661330699921,0.3408809304237366,0.48699358105659485,0.7021504640579224,1,Q1-low,Medium
217,3147,21115,3,2-3,0.5231901705265045,0.412722110748291,0.30393409729003906,0.6581137776374817,1,Q1-low,Low
218,3164,20069,2,2-3,0.6257663667201996,0.6148829162120819,0.3702056407928467,0.38884493708610535,3,Q3,Medium
219,3173,4423,5,4-5,0.5385426580905914,0.5288393795490265,0.3488949239253998,0.5017270445823669,2,Q2,Low
220,3183,20635,3,2-3,0.4424273371696472,0.543605774641037,0.15217842161655426,0.5324481725692749,2,Q2,Low
221,3200,14473,3,2-3,0.5810924470424652,0.5083642303943634,0.34672001004219055,0.5278646945953369,2,Q2,Medium
222,3224,6171,2,2-3,0.1219068169593811,0.307911217212677,0.6641976833343506,0.6990615129470825,1,Q1-low,Low
223,3230,4205,2,2-3,0.35243403911590576,0.4087626338005066,0.16364160180091858,0.6981363296508789,1,Q1-low,Low
224,3250,1145,2,2-3,0.579560250043869,0.19807106256484985,0.3834041655063629,0.9065601229667664,1,Q1-low,Medium
225,3274,7367,5,4-5,0.6830237507820129,0.399029016494751,0.6203162670135498,0.5961346626281738,1,Q1-low,High
226,3287,21297,2,2-3,0.6817156076431274,0.6372248530387878,0.4034308195114136,0.3526111841201782,4,Q4-high,High
227,3289,22998,6,>=6,0.5547378957271576,0.5130122005939484,0.28492361307144165,0.5375038385391235,2,Q2,Medium
228,3305,4581,2,2-3,0.32382988929748535,0.5006976127624512,0.5211906433105469,0.4938303232192993,2,Q2,Low
229,3370,3382,2,2-3,0.6157517433166504,0.4895070791244507,0.37472373247146606,0.5444352030754089,2,Q2,Medium
230,3394,22217,3,2-3,0.6091111600399017,0.6442901492118835,0.2403583824634552,0.38454771041870117,4,Q4-high,Medium
231,3413,8526,3,2-3,0.7212344110012054,0.6264169216156006,0.19271329045295715,0.4188005030155182,4,Q4-high,High
232,3436,20596,2,2-3,0.6332967579364777,0.6617607176303864,0.17525841295719147,0.3789845108985901,4,Q4-high,Medium
233,3438,13856,3,2-3,0.39120930433273315,0.5933366417884827,0.2945660352706909,0.43468767404556274,3,Q3,Low
234,3453,21768,2,2-3,0.7424265742301941,0.5988030433654785,0.208944171667099,0.4492601454257965,3,Q3,High
