row_id,user,target,prefix_length,history_group,interest_diversity,semantic_gap,best_history_image_similarity,best_history_text_similarity,gap_quartile,gap_group,diversity_group
19,644,6981,4,4-5,0.7085693180561066,0.40474754571914673,0.6759247183799744,0.575084388256073,1,Q1-low,Medium
20,645,6997,5,4-5,0.7339000403881073,0.6629886031150818,0.5261374115943909,0.28972989320755005,2,Q2,Medium
21,677,4364,3,2-3,0.6552516520023346,0.6286744177341461,0.4086782932281494,0.3619873821735382,2,Q2,Low
22,688,7009,9,>=6,0.698462963104248,0.4573326110839844,0.4682767987251282,0.5612649917602539,1,Q1-low,Medium
23,713,6938,4,4-5,0.6985373198986053,0.5201897919178009,0.2896283268928528,0.5273556709289551,1,Q1-low,Medium
24,745,6353,2,2-3,0.7440441250801086,0.623726099729538,0.12522634863853455,0.4390357732772827,2,Q2,Medium
25,755,4648,1,1,,0.8070572316646576,0.16548870503902435,0.19980627298355103,4,Q4-high,Single-history
26,802,7032,5,4-5,0.746295154094696,0.31814658641815186,0.35595810413360596,0.7633272409439087,1,Q1-low,Medium
27,806,6941,3,2-3,0.7140848636627197,0.6255183517932892,0.292209655046463,0.3950496315956116,2,Q2,Medium
28,818,6503,2,2-3,0.7257949411869049,0.6373090744018555,0.21523116528987885,0.39955586194992065,2,Q2,Medium
29,832,2539,2,2-3,0.7491695582866669,0.8172963261604309,0.1625659167766571,0.1877381056547165,4,Q4-high,Medium
30,845,957,2,2-3,0.7850296348333359,0.566888153553009,0.18280845880508423,0.49568766355514526,1,Q1-low,High
31,885,2914,2,2-3,0.5500749945640564,0.706525444984436,0.23949086666107178,0.3069704473018646,3,Q3,Low
32,903,1292,4,4-5,0.6222238540649414,0.6475669741630554,0.18757902085781097,0.3936465084552765,2,Q2,Low
33,923,4899,3,2-3,0.7038911581039429,0.5384033918380737,0.2911372780799866,0.50421142578125,1,Q1-low,Medium
34,992,6640,3,2-3,0.6843714416027069,0.7615044116973877,0.2777140736579895,0.228690966963768,4,Q4-high,Low
35,1022,6996,4,4-5,0.7553475648164749,0.7300999462604523,0.21022015810012817,0.284820020198822,3,Q3,High
36,1028,1455,10,>=6,0.6980524361133575,0.5782285332679749,0.21519412100315094,0.4734157919883728,1,Q1-low,Medium
37,1059,5781,2,2-3,0.7728547006845474,0.8008211702108383,0.06353899836540222,0.23308879137039185,4,Q4-high,High
38,1060,6771,4,4-5,0.6944016516208649,0.6655149757862091,0.22989365458488464,0.36063286662101746,2,Q2,Medium
39,1082,6800,5,4-5,0.7639840543270111,0.5842146873474121,0.24941085278987885,0.45737892389297485,1,Q1-low,High
40,1122,6500,1,1,,0.7672060430049896,0.38270604610443115,0.19531592726707458,4,Q4-high,Single-history
41,1127,1754,2,2-3,0.7317181825637817,0.8224514424800873,0.232758030295372,0.163746178150177,4,Q4-high,Medium
42,1133,4653,1,1,,0.8121465742588043,0.07599995285272598,0.21581679582595825,4,Q4-high,Single-history
43,1155,6997,9,>=6,0.7370198965072632,0.6097907423973083,0.18546217679977417,0.44139599800109863,1,Q1-low,Medium
44,1178,6974,3,2-3,0.7975972294807434,0.7526321858167648,0.2901403307914734,0.23667466640472412,4,Q4-high,High
45,1181,6714,2,2-3,0.7654452621936798,0.7225174307823181,0.12491340935230255,0.31562483310699463,3,Q3,High
46,1230,2402,4,4-5,0.6995637118816376,0.5040887296199799,0.2284272015094757,0.5627822875976562,1,Q1-low,Medium
47,1269,7039,3,2-3,0.7491035759449005,0.6756314337253571,0.22063764929771423,0.3503012955188751,2,Q2,Medium
48,1275,957,2,2-3,0.5818783044815063,0.813246488571167,0.11689580976963043,0.20421794056892395,4,Q4-high,Low
49,1277,1828,4,4-5,0.6245841085910797,0.654805600643158,0.26936769485473633,0.3641510605812073,2,Q2,Low
50,1295,7017,2,2-3,0.7856731712818146,0.729853481054306,0.3268515467643738,0.2559702396392822,3,Q3,High
51,1359,1291,2,2-3,0.6467179954051971,0.7759779542684555,0.29684746265411377,0.20581568777561188,4,Q4-high,Low
52,1384,6715,3,2-3,0.8349963426589966,0.6889428496360779,0.1693689525127411,0.3464791774749756,2,Q2,High
53,1392,6874,6,>=6,0.8029570132493973,0.5974392592906952,0.24038219451904297,0.4431053400039673,1,Q1-low,High
54,1450,828,2,2-3,0.8283707201480865,0.620610922574997,0.17642030119895935,0.4301312565803528,1,Q1-low,High
55,1463,7029,1,1,,0.7414377331733704,0.1417027711868286,0.2877771258354187,3,Q3,Single-history
56,1547,6759,3,2-3,0.8948023989796638,0.7574201375246048,0.28559890389442444,0.2318250983953476,4,Q4-high,High
57,1588,7010,6,>=6,0.7412101924419403,0.6095681190490723,0.5420336723327637,0.35253143310546875,1,Q1-low,Medium
58,1590,5781,4,4-5,0.8111487627029419,0.6942396759986877,0.24183744192123413,0.3217410147190094,3,Q3,High
59,1602,6993,3,2-3,0.6810800731182098,0.5570327341556549,0.26346510648727417,0.4878428280353546,1,Q1-low,Low
60,1636,1744,8,>=6,0.744120329618454,0.5670823156833649,0.2603769898414612,0.4760528802871704,1,Q1-low,Medium
61,1653,59,4,4-5,0.7297733128070831,0.73435178399086,0.22487983107566833,0.27584031224250793,3,Q3,Medium
62,1670,6941,7,>=6,0.7437315583229065,0.6466437876224518,0.20984430611133575,0.38923418521881104,2,Q2,Medium
63,1686,3805,3,2-3,0.7029289305210114,0.7334856688976288,0.1981135904788971,0.28361451625823975,3,Q3,Medium
64,1694,6941,4,4-5,0.749016135931015,0.4823327660560608,0.5331730246543884,0.5137907862663269,1,Q1-low,Medium
65,1707,6986,4,4-5,0.7491627633571625,0.806105837225914,0.19612355530261993,0.19333681464195251,4,Q4-high,Medium
66,1710,6590,4,4-5,0.6233222782611847,0.7297310531139374,0.13401280343532562,0.304332971572876,3,Q3,Low
67,1711,3942,2,2-3,0.7347134053707123,0.7564727663993835,0.32740092277526855,0.22255879640579224,4,Q4-high,Medium
68,1715,6722,3,2-3,0.730789452791214,0.582091361284256,0.19159072637557983,0.4744880795478821,1,Q1-low,Medium
69,1837,4764,2,2-3,0.6820222735404968,0.6217464208602905,0.44221511483192444,0.36226320266723633,1,Q1-low,Low
70,1845,72,3,2-3,0.6696977615356445,0.4345943331718445,0.45700404047966003,0.5925060510635376,1,Q1-low,Low
71,1848,6742,2,2-3,0.6212576925754547,0.7631048858165741,0.2436392456293106,0.23520907759666443,4,Q4-high,Low
72,1851,4577,5,4-5,0.7160974144935608,0.7336010932922363,0.2284216284751892,0.2758932113647461,3,Q3,Medium
73,1873,6496,3,2-3,0.7244924604892731,0.5201238691806793,0.289389431476593,0.5274977684020996,1,Q1-low,Medium
74,1883,6559,7,>=6,0.7583599835634232,0.6657761633396149,0.283942312002182,0.3467941880226135,2,Q2,High
75,1907,6943,3,2-3,0.7082885205745697,0.6711965799331665,0.24293208122253418,0.35027122497558594,2,Q2,Medium
76,1920,6974,2,2-3,0.7024487853050232,0.7752720713615417,0.2084241360425949,0.2288038581609726,4,Q4-high,Medium
77,1924,7008,4,4-5,0.7883355021476746,0.6094971001148224,0.29852259159088135,0.4134979844093323,1,Q1-low,High
78,1966,6381,9,>=6,0.6927889287471771,0.6276330351829529,0.22839109599590302,0.40836089849472046,2,Q2,Medium
79,1969,2621,2,2-3,0.7580289393663406,0.5177876651287079,0.17251993715763092,0.5596354007720947,1,Q1-low,High
80,1976,5021,3,2-3,0.6578445136547089,0.5796230733394623,0.5120532512664795,0.3974578380584717,1,Q1-low,Low
81,1977,3867,2,2-3,0.6023613512516022,0.7108365297317505,0.26848554611206055,0.29433292150497437,3,Q3,Low
82,1983,7028,10,>=6,0.7127610146999359,0.48161303997039795,0.5262601375579834,0.5164186358451843,1,Q1-low,Medium
83,1993,6421,7,>=6,0.5875660181045532,0.7317967414855957,0.15372605621814728,0.29682254791259766,3,Q3,Low
84,2014,5878,2,2-3,0.8383154571056366,0.9116587489843369,0.1270982027053833,0.07865200936794281,4,Q4-high,High
85,2148,6793,2,2-3,0.6391166746616364,0.581290602684021,0.2881804406642914,0.4513416290283203,1,Q1-low,Low
86,2165,6925,2,2-3,0.8105400651693344,0.8081559240818024,0.14267107844352722,0.20413732528686523,4,Q4-high,High
87,2262,844,5,4-5,0.7225877642631531,0.6612957119941711,0.21785639226436615,0.36891627311706543,2,Q2,Medium
88,2270,2365,2,2-3,0.5087338984012604,0.7601391971111298,0.29063573479652405,0.2271670699119568,4,Q4-high,Low
89,2278,6987,2,2-3,0.8298189043998718,0.7366210222244263,0.2969782054424286,0.2549791932106018,3,Q3,High
90,2297,4636,3,2-3,0.8291098922491074,0.5844433307647705,0.23248711228370667,0.4613240361213684,1,Q1-low,High
91,2333,6939,8,>=6,0.741974413394928,0.5317118763923645,0.49832427501678467,0.460779070854187,1,Q1-low,Medium
92,2343,88,4,4-5,0.8369983583688736,0.5667652785778046,0.24963665008544922,0.4791342318058014,1,Q1-low,High
93,2361,7016,1,1,,0.8595410585403442,0.1530650556087494,0.13730742037296295,4,Q4-high,Single-history
94,2369,6528,1,1,,0.7794323563575745,0.15786737203598022,0.23624271154403687,4,Q4-high,Single-history
95,2419,4716,5,4-5,0.6857293248176575,0.6815454661846161,0.08526471257209778,0.37675198912620544,2,Q2,Low
96,2496,6350,4,4-5,0.6989439427852631,0.6182039082050323,0.16267448663711548,0.4365764856338501,1,Q1-low,Medium
97,2530,6889,5,4-5,0.6887394189834595,0.6640244126319885,0.3593875467777252,0.33012259006500244,2,Q2,Medium
98,2543,4027,3,2-3,0.7266615629196167,0.5818267464637756,0.28189316391944885,0.45224326848983765,1,Q1-low,Medium
99,2571,4994,3,2-3,0.6833923161029816,0.669244259595871,0.15920591354370117,0.3736431896686554,2,Q2,Low
100,2598,6840,3,2-3,0.3872561454772949,0.6632328927516937,0.416199266910553,0.3169090747833252,2,Q2,Low
101,2627,1307,5,4-5,0.6562114357948303,0.6447332203388214,0.22357328236103058,0.3881901502609253,2,Q2,Low
102,2649,6955,1,1,,0.8408475518226624,0.29619908332824707,0.12489078938961029,4,Q4-high,Single-history
103,2657,7045,2,2-3,0.49270516633987427,0.488649845123291,0.5809512138366699,0.49394986033439636,1,Q1-low,Low
104,2659,7010,1,1,,0.6649557054042816,0.38587287068367004,0.32233715057373047,2,Q2,Single-history
105,2668,6775,7,>=6,0.7209530472755432,0.6317527294158936,0.18740810453891754,0.41345706582069397,2,Q2,Medium
106,2678,2869,5,4-5,0.5109556317329407,0.7989731281995773,0.09224854409694672,0.22822144627571106,4,Q4-high,Low
107,2682,6941,5,4-5,0.7369696795940399,0.5599206387996674,0.5045256018638611,0.42396777868270874,1,Q1-low,Medium
108,2690,5625,3,2-3,0.5837904512882233,0.6993276178836823,0.4379899501800537,0.26634299755096436,3,Q3,Low
109,2693,7029,2,2-3,0.7245606780052185,0.636018306016922,0.2313709855079651,0.39713436365127563,2,Q2,Medium
110,2699,6873,4,4-5,0.7076690196990967,0.37532299757003784,0.4067344665527344,0.6791626811027527,1,Q1-low,Medium
111,2712,6986,5,4-5,0.7997684478759766,0.18880534172058105,0.6363114714622498,0.85491544008255,1,Q1-low,High
112,2714,7029,4,4-5,0.7772359997034073,0.7815328240394592,0.20688173174858093,0.22136352956295013,4,Q4-high,High
113,2717,6997,3,2-3,0.7685074061155319,0.6342889070510864,0.26420480012893677,0.39108768105506897,2,Q2,High
114,2720,6436,4,4-5,0.6478326618671417,0.6136782467365265,0.4263761639595032,0.3763081431388855,1,Q1-low,Low
115,2737,5895,1,1,,0.7173973321914673,0.1669517457485199,0.3115153908729553,3,Q3,Single-history
116,2750,5599,4,4-5,0.6838276088237762,0.5119891464710236,0.5040478110313416,0.4840015769004822,1,Q1-low,Low
117,2752,580,2,2-3,0.6258702278137207,0.7282674610614777,0.16762222349643707,0.29776012897491455,3,Q3,Low
118,2753,4549,6,>=6,0.7659148275852203,0.7187705934047699,0.21790198981761932,0.2970612645149231,3,Q3,High
119,2804,6965,2,2-3,0.6700977087020874,0.7524644583463669,0.077843077480793,0.289958655834198,4,Q4-high,Low
120,2812,7029,2,2-3,0.7739934474229813,0.7794525176286697,0.11155746877193451,0.2477949857711792,4,Q4-high,High
121,2817,7031,6,>=6,0.7542190253734589,0.7295402884483337,0.1890888512134552,0.2908024191856384,3,Q3,High
122,2819,6986,9,>=6,0.7034923136234283,0.7110815346240997,0.08498147130012512,0.33990269899368286,3,Q3,Medium
123,2845,7014,3,2-3,0.6331191956996918,0.6944637596607208,0.10540993511676788,0.3555678129196167,3,Q3,Low
124,2848,6800,4,4-5,0.6383678913116455,0.6434805393218994,0.2502369284629822,0.383090078830719,2,Q2,Low
125,2852,6008,2,2-3,0.7916814237833023,0.5710949301719666,0.3133213222026825,0.4578009843826294,1,Q1-low,High
126,2864,6993,2,2-3,0.7414628565311432,0.5638042688369751,0.2940480709075928,0.47173264622688293,1,Q1-low,Medium
127,2865,6937,3,2-3,0.7275733649730682,0.5809433162212372,0.26451921463012695,0.4576910734176636,1,Q1-low,Medium
128,2871,6877,2,2-3,0.7711058557033539,0.5920994579792023,0.31911686062812805,0.43009644746780396,1,Q1-low,High
129,2872,7010,1,1,,0.6770460903644562,0.449895977973938,0.2912184000015259,2,Q2,Single-history
130,2882,6257,10,>=6,0.6984970271587372,0.6175848841667175,0.41378045082092285,0.3745737671852112,1,Q1-low,Medium
131,2897,6381,3,2-3,0.7948500663042068,0.6844442784786224,0.20852422714233398,0.34231358766555786,2,Q2,High
132,2902,2012,8,>=6,0.7604405432939529,0.73507159948349,0.19873477518558502,0.28147682547569275,3,Q3,High
133,2909,5740,2,2-3,0.7288548946380615,0.6993338465690613,0.3478918671607971,0.2888597249984741,3,Q3,Medium
134,2910,4364,1,1,,0.7720162123441696,0.14575272798538208,0.24854154884815216,4,Q4-high,Single-history
135,2922,6489,3,2-3,0.7392827570438385,0.7445152401924133,0.18669500946998596,0.27268218994140625,3,Q3,Medium
136,2960,6006,2,2-3,0.44881343841552734,0.7815867513418198,0.23973314464092255,0.21308326721191406,4,Q4-high,Low
137,2983,4764,2,2-3,0.8005784451961517,0.7623582780361176,0.41260403394699097,0.1939011514186859,4,Q4-high,High
138,3037,6301,1,1,,0.781130313873291,0.2220451533794403,0.21807581186294556,4,Q4-high,Single-history
139,3038,4077,3,2-3,0.7888095527887344,0.7849327325820923,0.2309025675058365,0.21110843122005463,4,Q4-high,High
140,3042,5192,2,2-3,0.5999290645122528,0.6589669585227966,0.23763346672058105,0.36688292026519775,2,Q2,Low
141,3049,3180,2,2-3,0.7048036754131317,0.7493190765380859,0.06222967058420181,0.29779374599456787,3,Q3,Medium
142,3105,2839,2,2-3,0.8154040575027466,0.7266002297401428,0.16142921149730682,0.30139240622520447,3,Q3,High
143,3117,6123,2,2-3,0.6681718528270721,0.6500150561332703,0.22769521176815033,0.3805573582649231,2,Q2,Low
144,3130,3789,3,2-3,0.691787451505661,0.7717742025852203,0.16283003985881805,0.24457472562789917,4,Q4-high,Medium
145,3135,7013,3,2-3,0.7440562546253204,0.6953791677951813,0.18834197521209717,0.3336905241012573,3,Q3,Medium
146,3144,5433,2,2-3,0.8020853847265244,0.7312487065792084,0.16089275479316711,0.29571592807769775,3,Q3,High
147,3160,6449,2,2-3,0.877172939479351,0.655528724193573,0.1468653380870819,0.3938727378845215,2,Q2,High
148,3172,5856,2,2-3,0.7923005819320679,0.6382114589214325,0.20174536108970642,0.40179935097694397,2,Q2,High
149,3208,139,2,2-3,0.609196662902832,0.6705500781536102,0.2881532609462738,0.33977407217025757,2,Q2,Low
150,3245,1025,3,2-3,0.7178908586502075,0.7376669943332672,0.20527410507202148,0.2765977382659912,3,Q3,Medium
151,3259,3141,2,2-3,0.847922757267952,0.7530920654535294,0.16595296561717987,0.26714667677879333,4,Q4-high,High
152,3346,6990,1,1,,0.9598585814237595,0.22202102839946747,-0.005328483879566193,4,Q4-high,Single-history
153,3348,4867,1,1,,0.938754390925169,0.3503831624984741,-0.011038783937692642,4,Q4-high,Single-history
154,3389,6901,2,2-3,0.7742410004138947,0.7222464084625244,0.1354190707206726,0.31333720684051514,3,Q3,High
155,3406,806,5,4-5,0.7632771730422974,0.7396502494812012,0.2754485607147217,0.2565750479698181,3,Q3,High
156,3435,6996,3,2-3,0.8917355760931969,0.7176152467727661,0.3245118260383606,0.271852970123291,3,Q3,High
157,3461,2445,3,2-3,0.7845906019210815,0.7248901724815369,0.2815852463245392,0.2734909653663635,3,Q3,High
158,3484,6350,2,2-3,0.6352441608905792,0.6796228289604187,0.20687943696975708,0.34875160455703735,2,Q2,Low
159,3532,6597,3,2-3,0.7415128648281097,0.6776800155639648,0.43025416135787964,0.29533645510673523,2,Q2,Medium
160,3537,6645,2,2-3,0.5938630104064941,0.6968885064125061,0.3221268355846405,0.29835766553878784,3,Q3,Low
161,3539,4455,3,2-3,0.5325774848461151,0.7057999670505524,0.23555827140808105,0.3088604807853699,3,Q3,Low
162,3610,4653,3,2-3,0.761812150478363,0.8143515884876251,0.27714669704437256,0.16277383267879486,4,Q4-high,High
163,3659,176,2,2-3,0.5907503366470337,0.64061239361763,0.33307749032974243,0.3659651279449463,2,Q2,Low
164,3666,2115,2,2-3,0.8575513958930969,0.781703844666481,0.26162904500961304,0.20746292173862457,4,Q4-high,High
165,3718,6612,2,2-3,0.6674650609493256,0.5139778554439545,0.3100213408470154,0.5300223231315613,1,Q1-low,Low
166,3723,6755,2,2-3,0.707794576883316,0.709342896938324,0.10679449141025543,0.3366227447986603,3,Q3,Medium
167,3730,4042,2,2-3,0.8021894693374634,0.7422033846378326,0.3213351368904114,0.24191197752952576,3,Q3,High
168,3744,176,3,2-3,0.7631639093160629,0.7698992937803268,0.17275509238243103,0.2444370985031128,4,Q4-high,High
169,3756,6757,2,2-3,0.06298744678497314,0.7342961132526398,0.22380617260932922,0.2761783003807068,3,Q3,Low
170,3759,6800,3,2-3,0.7967172861099243,0.7462024986743927,0.26234400272369385,0.25166088342666626,3,Q3,High
171,3867,4325,4,4-5,0.7000117599964142,0.7137054800987244,0.20304208993911743,0.3071076273918152,3,Q3,Medium
172,3876,922,2,2-3,0.7102056443691254,0.7573024928569794,0.1511612981557846,0.26558154821395874,4,Q4-high,Medium
173,3877,6164,2,2-3,0.42129969596862793,0.5809047222137451,0.23005002737045288,0.4663565754890442,1,Q1-low,Low
174,3882,6944,10,>=6,0.7461754381656647,0.6928793787956238,0.2813431918621063,0.3135649859905243,3,Q3,Medium
175,3890,6879,3,2-3,0.7418830096721649,0.6836109161376953,0.19202718138694763,0.34747952222824097,2,Q2,Medium
176,3899,4983,3,2-3,0.6588333547115326,0.5701917409896851,0.2915881276130676,0.4643632769584656,1,Q1-low,Low
177,3928,6985,2,2-3,0.5653348565101624,0.7707504332065582,0.10974187403917313,0.2591264843940735,4,Q4-high,Low
178,3935,686,3,2-3,0.7099670171737671,0.7248095870018005,0.17281384766101837,0.30078455805778503,3,Q3,Medium
179,3955,5119,3,2-3,0.6858538687229156,0.5433714091777802,0.18471387028694153,0.524607241153717,1,Q1-low,Low
180,3975,6872,3,2-3,0.7393199801445007,0.7144675552845001,0.21738672256469727,0.30256885290145874,3,Q3,Medium
181,4034,6597,1,1,,0.6914967000484467,0.3816649615764618,0.29021286964416504,3,Q3,Single-history
182,4071,7038,2,2-3,0.7205210626125336,0.6458855271339417,0.22482328116893768,0.38643723726272583,2,Q2,Medium
183,4078,2955,2,2-3,0.7379390001296997,0.6232902407646179,0.532496988773346,0.3377629518508911,2,Q2,Medium
184,4138,5849,3,2-3,0.6823077201843262,0.6233577132225037,0.1854429990053177,0.4244421124458313,2,Q2,Low
185,4147,1640,2,2-3,0.7114793062210083,0.6768416166305542,0.2837008833885193,0.3330227732658386,2,Q2,Medium
186,4170,6905,2,2-3,0.6635517776012421,0.7182700335979462,0.2175348550081253,0.2977787256240845,3,Q3,Low
187,4177,7046,2,2-3,0.42433297634124756,0.757201075553894,0.15340840816497803,0.26514655351638794,4,Q4-high,Low
188,4178,4064,2,2-3,0.544435441493988,0.7198503911495209,0.19846737384796143,0.30057016015052795,3,Q3,Low
189,4197,6528,2,2-3,0.7719126343727112,0.6934540271759033,0.23355737328529358,0.32479313015937805,3,Q3,High
190,4266,2681,2,2-3,0.7258419394493103,0.819325715303421,0.15298527479171753,0.18759652972221375,4,Q4-high,Medium
191,4308,6693,1,1,,0.621705174446106,0.1151324138045311,0.44408538937568665,1,Q1-low,Single-history
192,4309,6914,5,4-5,0.7879531383514404,0.729756236076355,0.12621238827705383,0.3062516152858734,3,Q3,High
193,4317,7033,2,2-3,0.5765669345855713,0.6351008713245392,0.31270015239715576,0.3779488801956177,2,Q2,Low
194,4341,1664,3,2-3,0.49519234895706177,0.661417156457901,0.2803126573562622,0.3531503975391388,2,Q2,Low
195,4342,6993,2,2-3,0.7728775441646576,0.6109762191772461,0.2626837491989136,0.4206087589263916,1,Q1-low,High
196,4360,6829,2,2-3,0.8421045988798141,0.797342985868454,0.21906277537345886,0.19855555891990662,4,Q4-high,High
197,4384,200,2,2-3,0.7549898326396942,0.6657459437847137,0.16177266836166382,0.3773743808269501,2,Q2,High
198,4399,6621,4,4-5,0.6495114266872406,0.6967895925045013,0.2568322420120239,0.31480494141578674,3,Q3,Low
199,4494,6717,5,4-5,0.7029035985469818,0.5237435400485992,0.19574588537216187,0.5463840961456299,1,Q1-low,Medium
200,4549,2539,2,2-3,0.6326747238636017,0.8579299598932266,0.22918523848056793,0.12029123306274414,4,Q4-high,Low
201,4561,1146,2,2-3,0.6519789695739746,0.7583076059818268,0.1449774205684662,0.2658711373806,4,Q4-high,Low
202,4578,6981,2,2-3,0.6651304066181183,0.6998870074748993,0.16205355525016785,0.33462783694267273,3,Q3,Low
203,4583,849,2,2-3,0.6294897794723511,0.7233831882476807,0.2701091766357422,0.2782437205314636,3,Q3,Low
204,4624,6968,1,1,,0.9500141069293022,0.097443588078022,0.03812146559357643,4,Q4-high,Single-history
205,4626,7028,5,4-5,0.7293604612350464,0.48020708560943604,0.5713803172111511,0.5068960189819336,1,Q1-low,Medium
206,4706,6939,1,1,,0.8079208880662918,0.20829927921295166,0.18802405893802643,4,Q4-high,Single-history
207,4709,6694,3,2-3,0.7767504900693893,0.6722273230552673,0.30820000171661377,0.3326658308506012,2,Q2,High
208,4772,6925,2,2-3,0.6941254734992981,0.6804741621017456,0.23120062053203583,0.34160715341567993,2,Q2,Medium
209,4871,953,2,2-3,0.6637908220291138,0.7636750787496567,0.2444959282875061,0.23428216576576233,4,Q4-high,Low
210,4876,6937,5,4-5,0.7395451366901398,0.5694667100906372,0.29530078172683716,0.464341402053833,1,Q1-low,Medium
211,4925,4878,3,2-3,0.5782188475131989,0.7060168087482452,0.3473227024078369,0.28064829111099243,3,Q3,Low
212,4934,6987,2,2-3,0.7398971319198608,0.6953863799571991,0.18779534101486206,0.3338181972503662,3,Q3,Medium
213,4935,6512,3,2-3,0.7048362195491791,0.4723789095878601,0.1481647789478302,0.6224851608276367,1,Q1-low,Medium
214,4966,5775,1,1,,0.8455078452825546,0.23115725815296173,0.13532587885856628,4,Q4-high,Single-history
215,5024,4342,4,4-5,0.603001743555069,0.5445685982704163,0.2958070635795593,0.49533745646476746,1,Q1-low,Low
216,5040,6848,8,>=6,0.6922543346881866,0.5386400520801544,0.3613608777523041,0.48635971546173096,1,Q1-low,Medium
217,5070,1740,3,2-3,0.7495326995849609,0.6903931796550751,0.39910072088241577,0.2872333526611328,2,Q2,Medium
218,5075,6556,2,2-3,0.45580220222473145,0.7862738966941833,0.2409423589706421,0.2069220244884491,4,Q4-high,Low
219,5105,6922,1,1,,0.7756150513887405,0.2646849751472473,0.2143099308013916,4,Q4-high,Single-history
220,5109,7045,2,2-3,0.5972826182842255,0.9002998173236847,0.19315235316753387,0.07633714377880096,4,Q4-high,Low
221,5115,6043,3,2-3,0.7112672924995422,0.6221127510070801,0.3365579843521118,0.38821953535079956,1,Q1-low,Medium
222,5142,545,7,>=6,0.7136165797710419,0.5322945415973663,0.37695106863975525,0.49039405584335327,1,Q1-low,Medium
223,5191,1883,2,2-3,0.7320646643638611,0.6337514221668243,0.16206565499305725,0.41729432344436646,2,Q2,Medium
224,5217,6422,3,2-3,0.7164040505886078,0.8263239562511444,0.3419397473335266,0.13161012530326843,4,Q4-high,Medium
225,5219,6683,2,2-3,0.7977025210857391,0.771451324224472,0.25339800119400024,0.22233635187149048,4,Q4-high,High
226,5297,2094,3,2-3,0.767898440361023,0.7221112847328186,0.20773351192474365,0.29542750120162964,3,Q3,High
227,5321,5135,2,2-3,0.7385642230510712,0.7029147148132324,0.1349390298128128,0.3376218378543854,3,Q3,Medium
228,5327,7041,2,2-3,0.6800536811351776,0.791578084230423,0.16154426336288452,0.22014132142066956,4,Q4-high,Low
229,5332,5614,2,2-3,0.7422175407409668,0.7198405265808105,0.23514604568481445,0.2914128303527832,3,Q3,Medium
230,5368,5831,9,>=6,0.6866079866886139,0.5772885084152222,0.29221129417419434,0.4553365409374237,1,Q1-low,Low
231,5464,6319,3,2-3,0.7850819379091263,0.6569622755050659,0.33618175983428955,0.3447516858577728,2,Q2,High
232,5525,4554,2,2-3,0.7069538235664368,0.6946980357170105,0.16982780396938324,0.3391704857349396,3,Q3,Medium
233,5533,5582,3,2-3,0.7957527190446854,0.5814138650894165,0.2451114058494568,0.461954802274704,1,Q1-low,High
234,5569,6454,3,2-3,0.7858742475509644,0.7514662444591522,0.2977396845817566,0.23623228073120117,4,Q4-high,High
